car_name,year,distance,owner,fuel,location,drive,type,price
Hyundai GRAND I10 NIOS,2020,12963,1,PETROL,DL-5C,Automatic,HatchBack,715000
Tata NEXON,2022,23013,1,PETROL,MH-14,Automatic,SUV,1215000
Maruti Wagon R 1.0,2014,55465,2,PETROL,DL-5C,Manual,HatchBack,298000
Maruti Swift Dzire,2014,69273,1,PETROL,WB-02,Manual,Sedan,333000
Hyundai Elite i20,2019,56414,1,CNG,HR-26,Manual,HatchBack,639000
Datsun Go Plus,2018,29855,1,PETROL,MH-05,Manual,HatchBack,393000
Hyundai Grand i10,2016,53814,1,PETROL,KA-02,Manual,HatchBack,533000
Toyota Glanza,2021,86012,1,PETROL,TN-04,Manual,HatchBack,771000
Maruti Alto,2020,17083,1,PETROL,PB-10,Manual,HatchBack,351000
Hyundai Elite i20,2018,55860,1,PETROL,HR-26,Manual,HatchBack,704000
Hyundai NEW SANTRO,2021,89396,1,CNG,HR-76,Manual,HatchBack,563000
Hyundai Eon,2018,23517,1,PETROL,MH-12,Manual,HatchBack,298000
Maruti Ciaz,2016,60653,1,PETROL,DL-8C,Automatic,Sedan,780000
Hyundai Elite i20,2016,30539,1,PETROL,MH-01,Manual,HatchBack,595000
Maruti Wagon R 1.0,2014,63426,1,CNG,MH-14,Manual,HatchBack,351000
Maruti Alto 800,2017,84597,1,PETROL,TS-32,Manual,HatchBack,295000
Maruti Alto 800,2017,31214,1,PETROL,KL-01,Manual,HatchBack,310000
Hyundai i10,2014,67438,2,PETROL,GJ-01,Manual,HatchBack,306000
Hyundai Verna,2018,10168,1,PETROL,GJ-06,Automatic,Sedan,1019000
Tata Safari,2021,14915,2,DIESEL,MH-46,Automatic,SUV,1903000
Maruti Swift,2021,17211,1,PETROL,DL-3C,Manual,HatchBack,667000
Hyundai Elite i20,2018,70601,1,PETROL,KA-41,Automatic,HatchBack,755000
Ford Ecosport,2018,54831,1,DIESEL,DL-11,Manual,SUV,674000
Datsun Redi Go,2018,10478,1,PETROL,DL-14,Manual,HatchBack,298000
Ford Ecosport,2017,88695,1,DIESEL,TS-09,Manual,SUV,724000
Hyundai NEW SANTRO,2019,147,2,PETROL,MH-12,Manual,HatchBack,531000
Hyundai i10,2012,59621,2,PETROL,AP-29,Manual,HatchBack,310000
Volkswagen Vento,2016,42110,1,PETROL,HR-29,Manual,Sedan,580000
Maruti Wagon R Stingray,2016,49370,1,PETROL,BR-09,Manual,HatchBack,371000
Hyundai NEW I20,2020,76360,1,PETROL,TS-12,Automatic,HatchBack,793000
Toyota Corolla Altis,2015,60408,2,PETROL,DL-8C,Automatic,Lux_sedan,879000
Maruti Ciaz,2017,53087,1,PETROL,GJ-01,Manual,Sedan,608000
Honda Brio,2018,42347,1,CNG,GJ-06,Manual,HatchBack,517000
Hyundai Grand i10,2017,65986,1,PETROL,GJ-06,Manual,HatchBack,537000
Maruti Ciaz,2015,19250,2,PETROL,MH-31,Manual,Sedan,815000
Maruti Swift Dzire,2017,66973,2,DIESEL,MH-04,Manual,Sedan,647000
Tata Harrier,2021,16634,1,DIESEL,TN-01,Automatic,SUV,1861000
Maruti S PRESSO,2020,51724,1,PETROL,TN-09,Automatic,HatchBack,529000
Maruti Swift Dzire,2014,80727,1,PETROL,TS-10,Manual,Sedan,774000
Skoda Rapid,2021,36453,1,PETROL,PB-65,Automatic,Sedan,1022000
Toyota YARIS,2021,74599,2,CNG,DL-1C,Automatic,Sedan,817000
Maruti Alto K10,2014,50930,2,PETROL,MH-12,Manual,HatchBack,268000
Ford Ecosport,2019,83865,1,PETROL,GJ-01,Automatic,SUV,880000
Volkswagen Polo,2011,73338,1,PETROL,DL-10,Manual,HatchBack,210000
Hyundai Grand i10,2017,82848,1,CNG,DL-10,Manual,HatchBack,439000
Mahindra XUV500,2016,87604,1,DIESEL,TS-08,Manual,Lux_SUV,915000
Hyundai Creta,2016,58679,2,PETROL,DL-9C,Manual,SUV,753000
Maruti Dzire,2018,76303,1,PETROL,KA-02,Manual,Sedan,641000
Maruti Baleno,2017,43381,1,PETROL,DL-8C,Manual,HatchBack,504000
Hyundai Grand i10,2018,81440,1,PETROL,KA-51,Automatic,HatchBack,647000
Maruti Dzire,2018,29312,1,PETROL,MH-02,Manual,Sedan,363000
Maruti Vitara Brezza,2018,69862,1,DIESEL,DL-8C,Automatic,SUV,665000
Honda City,2019,36936,1,PETROL,WB-02,Manual,Sedan,742000
Hyundai Xcent,2018,119547,1,CNG,UP-14,Manual,Sedan,492000
Honda Jazz,2018,34991,1,PETROL,HR-51,Automatic,HatchBack,647000
Hyundai Elite i20,2016,33655,2,PETROL,KA-53,Manual,HatchBack,740000
Ford Ecosport,2020,96075,1,DIESEL,DL-3C,Manual,SUV,750000
Renault Kwid,2018,20207,1,PETROL,KL-39,Manual,HatchBack,373000
Hyundai Elite i20,2018,36043,2,PETROL,KA-53,Manual,HatchBack,751000
Maruti Alto,2012,40968,1,PETROL,AP-29,Manual,HatchBack,217000
Maruti Swift Dzire,2016,53258,1,DIESEL,MH-05,Automatic,Sedan,803000
Maruti Dzire,2018,42776,1,PETROL,GJ-06,Manual,Sedan,459000
Volkswagen Vento,2013,39409,1,PETROL,MH-05,Automatic,Sedan,752000
Maruti Swift,2014,69859,1,PETROL,DL-1C,Manual,HatchBack,345000
Hyundai AURA,2020,32488,2,PETROL,WB-02,Automatic,Sedan,749000
Renault TRIBER,2022,3449,1,PETROL,DL-12,Manual,SUV,736650
Honda Amaze,2014,78099,2,DIESEL,KA-06,Manual,Sedan,725000
Honda City,2019,23305,1,PETROL,GJ-27,Manual,Sedan,784400
Maruti Swift,2017,40811,2,PETROL,KA-03,Manual,HatchBack,662000
Maruti Swift,2018,42166,2,PETROL,KA-01,Automatic,HatchBack,684000
Hyundai Grand i10,2017,79178,1,CNG,GJ-27,Manual,HatchBack,501000
Volkswagen Polo,2017,54072,1,PETROL,MH-47,Manual,HatchBack,518000
Hyundai NEW I20,2022,16075,2,PETROL,TN-38,Automatic,HatchBack,1114000
Maruti Swift,2015,52486,2,PETROL,KA-35,Manual,HatchBack,541000
Honda WR-V,2018,12724,2,PETROL,HR-26,Manual,SUV,719000
Hyundai VENUE,2019,55752,2,PETROL,GJ-03,Manual,SUV,823000
Toyota Innova,2015,104654,1,DIESEL,PB-08,Manual,SUV,802000
Hyundai Xcent,2017,53751,1,PETROL,UP-14,Manual,Sedan,477000
Maruti Vitara Brezza,2018,22248,1,DIESEL,HR-51,Manual,SUV,596000
Renault Duster,2014,78346,2,DIESEL,GJ-01,Manual,SUV,351000
Maruti Wagon R 1.0,2010,43861,1,PETROL,AP-09,Manual,HatchBack,283000
Maruti IGNIS,2020,56218,1,PETROL,KA-51,Manual,HatchBack,597000
Tata NEXON,2018,18363,1,PETROL,KL-11,Manual,SUV,696000
Honda City,2018,31071,1,PETROL,HR-51,Automatic,Sedan,890000
Honda City,2014,71552,1,PETROL,WB-08,Manual,Sedan,449000
Hyundai Grand i10,2016,61431,1,PETROL,MH-46,Manual,HatchBack,436000
Maruti Celerio,2016,67385,1,CNG,GJ-16,Automatic,HatchBack,427000
Maruti Celerio,2022,1457,1,CNG,TS-03,Manual,HatchBack,720250
Maruti Wagon R 1.0,2014,85644,1,CNG,MH-46,Manual,HatchBack,301000
Maruti Swift,2015,67245,1,PETROL,KA-51,Manual,HatchBack,583000
Maruti Vitara Brezza,2021,8642,1,PETROL,HR-26,Manual,SUV,831000
Maruti Swift Dzire,2016,17821,1,PETROL,MH-04,Automatic,Sedan,781000
Maruti Swift Dzire,2015,25034,1,PETROL,GJ-01,Manual,Sedan,717000
Maruti Swift,2014,51903,1,PETROL,MH-05,Manual,HatchBack,461000
Honda Brio,2013,35781,2,PETROL,MH-05,Manual,HatchBack,283000
Maruti Swift,2012,78249,3,PETROL,KA-53,Manual,HatchBack,421000
Maruti Ciaz,2021,40917,1,PETROL,GJ-06,Automatic,Sedan,892000
Hyundai Grand i10,2015,56766,1,PETROL,DL-1C,Manual,HatchBack,359000
Ford Ecosport,2017,61411,1,DIESEL,UP-32,Manual,SUV,653000
Maruti Baleno,2016,49976,2,DIESEL,KA-05,Manual,HatchBack,729000
Tata TIGOR,2021,79824,1,DIESEL,KA-01,Manual,Sedan,753000
Volkswagen Polo,2013,96533,3,PETROL,TN-18,Manual,HatchBack,396000
Tata Tiago,2019,105021,2,PETROL,,Manual,HatchBack,520000
Maruti Alto K10,2016,45421,1,PETROL,DL-8C,Manual,HatchBack,320000
Honda City,2014,122143,2,PETROL,,Manual,Sedan,229000
Maruti Swift,2021,15324,1,PETROL,CH-01,Manual,HatchBack,709000
Hyundai Grand i10,2016,91947,2,DIESEL,PB-10,Manual,HatchBack,379000
Mahindra BOLERO NEO,2021,43902,1,DIESEL,RJ-14,Manual,SUV,905000
Maruti Alto,2020,44956,1,PETROL,HR-80,Manual,HatchBack,347000
Maruti Alto,2019,9875,1,PETROL,MH-05,Manual,HatchBack,335000
Maruti New Wagon-R,2021,10555,1,PETROL,DL-14,Manual,HatchBack,501000
Maruti Baleno,2019,34496,1,PETROL,HR-29,Manual,HatchBack,608000
Hyundai Grand i10,2017,31238,3,PETROL,KA-51,Manual,HatchBack,492000
Toyota Corolla Altis,2010,69700,2,PETROL,DL-7C,Manual,Lux_sedan,238000
Nissan MAGNITE,2022,3008,1,PETROL,HR-51,Manual,SUV,787000
Hyundai i10,2011,63525,1,PETROL,MH-14,Manual,HatchBack,268000
Maruti Dzire,2020,2191,1,PETROL,UP-16,Automatic,Sedan,828000
Maruti Swift Dzire,2014,9439,1,PETROL,KA-03,Automatic,Sedan,1456000
Maruti Swift,2021,14756,1,PETROL,WB-10,Manual,HatchBack,647000
Mahindra XUV500,2018,35189,3,DIESEL,KA-03,Automatic,Lux_SUV,1498000
Maruti Swift,2018,38982,2,PETROL,HR-81,Manual,HatchBack,542000
Maruti S PRESSO,2019,21238,1,PETROL,TN-14,Manual,HatchBack,458650
Maruti Swift,2019,49661,1,PETROL,DL-5C,Manual,HatchBack,506000
Skoda Rapid,2015,82677,1,DIESEL,KA-51,Automatic,Sedan,624000
Maruti Swift,2017,55262,1,PETROL,GJ-01,Manual,HatchBack,522000
Maruti Swift,2021,43788,1,PETROL,UP-78,Manual,HatchBack,651000
Hyundai Grand i10,2018,19366,2,PETROL,KL-07,Manual,HatchBack,503000
Toyota Corolla Altis,2014,98136,1,DIESEL,BR-01,Manual,Lux_sedan,443000
Maruti Swift,2018,46175,2,PETROL,BR-01,Manual,HatchBack,502000
Maruti Vitara Brezza,2016,98661,1,DIESEL,MH-46,Manual,SUV,733000
Maruti IGNIS,2017,16133,1,PETROL,MH-04,Automatic,HatchBack,579000
Maruti Dzire,2018,67778,1,PETROL,UP-53,Automatic,Sedan,686000
Maruti Wagon R 1.0,2014,99204,1,CNG,MH-43,Manual,HatchBack,332000
Maruti Wagon R 1.0,2010,22657,1,PETROL,DL-9C,Manual,HatchBack,168000
Maruti Baleno,2018,40396,1,PETROL,HR-26,Manual,HatchBack,544000
Maruti Wagon R 1.0,2014,54179,1,PETROL,GJ-01,Manual,HatchBack,335000
Maruti Alto K10,2016,75196,1,PETROL,RJ-40,Automatic,HatchBack,325000
Maruti Swift,2012,81625,3,PETROL,GJ-05,Manual,HatchBack,334000
Honda Jazz,2016,82180,2,PETROL,RJ-14,Manual,HatchBack,483000
Maruti IGNIS,2020,31459,1,PETROL,DL-2C,Manual,HatchBack,548000
Maruti Alto 800,2014,51356,3,PETROL,TN-11,Manual,HatchBack,229000
Maruti Swift,2012,41110,1,PETROL,DL-9C,Manual,HatchBack,298000
Maruti Wagon R Stingray,2013,61235,3,PETROL,MH-04,Manual,HatchBack,271000
Maruti Baleno,2022,17215,1,PETROL,GJ-10,Manual,HatchBack,777000
Hyundai Verna,2016,54042,1,PETROL,TS-07,Manual,Sedan,737000
Honda City,2014,34904,1,PETROL,TN-64,Manual,Sedan,869000
Renault Kwid,2016,59492,1,PETROL,TN-13,Manual,HatchBack,352000
Hyundai Grand i10,2017,26928,2,PETROL,MH-48,Manual,HatchBack,443000
Hyundai New Elantra,2016,78948,1,DIESEL,WB-02,Automatic,Lux_sedan,856000
Hyundai Verna,2016,97942,2,PETROL,TN-07,Manual,Sedan,369000
Maruti Swift,2018,56130,2,PETROL,TN-06,Manual,HatchBack,555000
Ford Ecosport,2017,46609,2,PETROL,UP-32,Manual,SUV,622000
Maruti Swift,2016,92733,2,DIESEL,UP-15,Manual,HatchBack,391000
Hyundai Eon,2012,52013,1,PETROL,KL-46,Manual,HatchBack,197000
Maruti Wagon R 1.0,2013,65366,1,PETROL,MH-02,Manual,HatchBack,306000
Hyundai Elite i20,2015,33491,1,PETROL,TS-12,Manual,HatchBack,589000
Maruti New Wagon-R,2020,41121,1,PETROL,UP-32,Manual,HatchBack,520000
Maruti Alto 800,2013,76257,3,PETROL,AP-28,Manual,HatchBack,227000
Hyundai Grand i10,2015,32895,1,PETROL,CH-01,Manual,HatchBack,406000
Maruti Celerio,2021,3731,1,PETROL,UP-32,Automatic,HatchBack,654000
Tata Tiago,2018,103737,1,PETROL,,Manual,HatchBack,426000
Tata Tiago,2018,83340,1,CNG,KA-04,Manual,HatchBack,460650
Volkswagen Vento,2016,22170,1,PETROL,BR-01,Automatic,Sedan,816000
Maruti S PRESSO,2020,59204,1,PETROL,MH-14,Manual,HatchBack,415000
Maruti Swift,2018,29723,2,PETROL,HR-26,Automatic,HatchBack,524000
Hyundai i20 Active,2018,89972,1,PETROL,UP-53,Manual,HatchBack,565000
Maruti Swift Dzire,2013,39682,2,PETROL,KA-04,Manual,Sedan,622000
Hyundai Grand i10,2014,56578,1,PETROL,KA-05,Manual,HatchBack,458000
Maruti Swift Dzire,2016,102359,1,PETROL,,Manual,Sedan,455000
Volkswagen Polo,2014,62977,1,PETROL,TN-07,Manual,HatchBack,516000
Maruti Alto 800,2018,60593,1,PETROL,GJ-16,Manual,HatchBack,271000
Maruti Alto 800,2013,50843,1,PETROL,KL-01,Manual,HatchBack,251000
Renault Kwid,2017,46036,2,PETROL,GJ-05,Automatic,HatchBack,348000
Hyundai Grand i10,2019,13936,2,PETROL,GJ-07,Manual,HatchBack,595000
Mahindra KUV 100 NXT,2020,10875,1,PETROL,KL-39,Manual,SUV,691000
Hyundai Elite i20,2017,29498,1,PETROL,WB-02,Manual,HatchBack,426000
Maruti Ritz,2010,78608,1,PETROL,KL-02,Manual,HatchBack,279000
Maruti Wagon R 1.0,2014,40679,1,PETROL,MH-03,Manual,HatchBack,322000
Hyundai NEW SANTRO,2019,33244,1,PETROL,MP-04,Manual,HatchBack,430000
Nissan MAGNITE,2021,33495,1,PETROL,TN-23,Manual,SUV,813000
Mahindra Kuv100,2017,123152,1,DIESEL,TN-11,Manual,SUV,459000
Ford Ecosport,2015,40632,1,PETROL,DL-12,Manual,SUV,540000
Maruti Swift,2015,71383,1,PETROL,KA-51,Manual,HatchBack,573000
Hyundai Elite i20,2016,52276,1,PETROL,TN-01,Manual,HatchBack,578000
Hyundai i20 Active,2016,17967,1,PETROL,TN-59,Manual,HatchBack,683000
Maruti Baleno,2017,39217,2,PETROL,TN-10,Manual,HatchBack,627000
Honda City,2017,73697,1,PETROL,DL-9C,Manual,Sedan,599000
Mahindra XUV500,2017,60408,2,DIESEL,KA-03,Manual,Lux_SUV,1037000
Maruti Alto 800,2019,76615,1,PETROL,MH-41,Manual,HatchBack,299000
Hyundai i20 Active,2018,45675,2,PETROL,KA-01,Manual,HatchBack,699000
Hyundai i10,2013,78213,2,PETROL,KA-53,Automatic,HatchBack,340000
Hyundai Eon,2011,71026,1,PETROL,KA-09,Manual,HatchBack,241000
Maruti Wagon R 1.0,2015,71593,1,PETROL,WB-02,Manual,HatchBack,304000
Honda Amaze,2019,67830,2,PETROL,GJ-04,Manual,Sedan,612000
Maruti Alto,2019,23888,1,PETROL,PB-07,Manual,HatchBack,362000
Maruti Alto 800,2015,16285,1,PETROL,MP-04,Manual,HatchBack,306000
Hyundai Elite i20,2018,65118,2,PETROL,UP-16,Automatic,HatchBack,570000
Mahindra Scorpio,2018,59723,1,DIESEL,KA-41,Manual,SUV,1111000
Renault Kwid,2018,60813,1,PETROL,KL-42,Manual,HatchBack,372000
Renault Kwid,2020,41366,2,PETROL,BR-01,Manual,HatchBack,362000
Datsun Redi Go,2018,7659,2,PETROL,DL-8C,Automatic,HatchBack,273000
Maruti Baleno,2018,20255,1,DIESEL,MH-43,Manual,HatchBack,653000
Tata NEXON,2019,58004,1,PETROL,DL-8C,Automatic,SUV,809000
Hyundai GRAND I10 NIOS,2020,34044,1,PETROL,PB-06,Manual,HatchBack,555000
Volkswagen Ameo,2017,77357,2,DIESEL,KA-05,Manual,Sedan,567000
Maruti IGNIS,2018,103763,1,PETROL,,Manual,HatchBack,397000
Toyota Corolla Altis,2017,97908,1,PETROL,GJ-18,Automatic,Lux_sedan,1009000
Maruti Swift,2014,67573,2,PETROL,DL-4C,Manual,HatchBack,363000
Ford Ecosport,2015,55610,2,PETROL,TN-18,Automatic,SUV,555500
Renault TRIBER,2021,18772,1,PETROL,DL-8C,Manual,SUV,598000
Maruti Swift,2011,65090,1,PETROL,DL-9C,Manual,HatchBack,214000
Maruti Wagon R 1.0,2014,62423,1,CNG,MH-02,Manual,HatchBack,365000
Honda Amaze,2018,23589,1,PETROL,HR-51,Manual,Sedan,981000
Maruti Alto,2021,45138,1,CNG,DL-9C,Manual,HatchBack,400000
Tata Tiago,2018,47983,1,PETROL,MH-03,Automatic,HatchBack,456000
Hyundai GRAND I10 NIOS,2021,43570,1,CNG,MH-43,Manual,HatchBack,684000
Honda Brio,2012,76689,2,PETROL,GJ-05,Manual,HatchBack,285000
Maruti Baleno,2019,86165,1,PETROL,GJ-27,Manual,HatchBack,528350
Maruti Celerio,2015,52209,1,PETROL,KA-51,Manual,HatchBack,487000
Maruti IGNIS,2017,36298,1,PETROL,TS-10,Manual,HatchBack,507000
Tata NEXON,2019,48266,1,PETROL,TN-06,Automatic,SUV,715000
Maruti IGNIS,2019,28958,1,PETROL,UP-16,Automatic,HatchBack,612000
Maruti Alto K10,2016,90397,1,PETROL,UP-16,Manual,HatchBack,293000
Mahindra XUV500,2016,88272,1,DIESEL,KA-03,Automatic,Lux_SUV,1120000
Maruti Alto K10,2017,42668,1,PETROL,DL-6C,Manual,HatchBack,336000
Hyundai Grand i10,2016,57973,1,PETROL,MH-12,Manual,HatchBack,450000
Ford Ecosport,2018,64200,2,DIESEL,TN-14,Manual,SUV,829000
Honda Jazz,2015,47617,2,PETROL,KA-01,Automatic,HatchBack,611000
Maruti Dzire,2018,62535,1,PETROL,TS-09,Automatic,Sedan,674000
Nissan Micra,2019,25343,1,PETROL,KL-34,Automatic,HatchBack,513000
Renault Kwid,2016,68362,1,PETROL,KL-08,Manual,HatchBack,260000
Hyundai Grand i10,2017,38904,1,PETROL,TN-05,Manual,HatchBack,516000
Maruti Celerio,2017,17472,1,PETROL,MH-04,Automatic,HatchBack,456000
Toyota Etios,2011,68940,1,PETROL,MH-43,Manual,Sedan,385000
Maruti Alto K10,2018,29096,1,PETROL,WB-20,Automatic,HatchBack,343000
Maruti Baleno,2017,57996,1,PETROL,DL-6C,Manual,HatchBack,524000
Maruti Swift,2014,66639,1,PETROL,UP-70,Manual,HatchBack,359000
Honda City,2014,70334,1,PETROL,KL-01,Manual,Sedan,536000
Hyundai Elite i20,2019,23897,2,PETROL,PB-10,Automatic,HatchBack,780000
Honda Amaze,2019,92294,1,PETROL,MH-15,Automatic,Sedan,708000
Maruti Alto K10,2018,24983,1,PETROL,TS-08,Manual,HatchBack,361000
Volkswagen Polo,2010,61282,2,PETROL,HR-26,Manual,HatchBack,234000
Hyundai Elite i20,2019,59924,1,PETROL,RJ-02,Manual,HatchBack,604000
Maruti Alto 800,2016,24378,1,PETROL,MH-12,Manual,HatchBack,352000
Hyundai i20,2013,74081,1,PETROL,HR-26,Manual,HatchBack,379000
Hyundai AURA,2020,54942,2,DIESEL,MH-48,Manual,Sedan,462000
Hyundai Verna,2016,70922,1,DIESEL,MH-05,Manual,Sedan,721000
Maruti Celerio,2015,45701,2,PETROL,KA-50,Automatic,HatchBack,487000
Maruti Dzire,2017,112619,1,PETROL,,Manual,Sedan,768000
Mahindra KUV 100 NXT,2018,25611,1,PETROL,KA-04,Manual,SUV,480000
Maruti Swift,2018,46009,1,PETROL,KA-05,Automatic,HatchBack,656000
Maruti Wagon R 1.0,2016,42768,2,PETROL,GJ-15,Manual,HatchBack,397000
Hyundai i10,2010,14367,1,PETROL,DL-7C,Manual,HatchBack,148000
Hyundai NEW SANTRO,2019,20851,2,PETROL,TN-31,Manual,HatchBack,473000
Maruti Swift,2010,86201,3,PETROL,MH-04,Manual,HatchBack,222000
Renault Duster,2019,51146,1,DIESEL,MH-02,Automatic,SUV,922000
Maruti Ciaz,2020,10035,1,PETROL,MH-12,Automatic,Sedan,914000
Maruti Alto K10,2011,69551,1,PETROL,KA-01,Manual,HatchBack,248000
Maruti Alto 800,2018,15793,1,PETROL,PB-91,Manual,HatchBack,343000
Maruti Alto 800,2012,55429,2,PETROL,KA-51,Manual,HatchBack,246000
Renault Kwid,2019,29306,1,PETROL,TN-22,Manual,HatchBack,489000
Maruti Celerio,2019,14005,2,PETROL,GJ-06,Manual,HatchBack,473000
Maruti Ciaz,2016,29873,1,PETROL,UP-16,Automatic,Sedan,752000
Tata TIGOR,2018,105630,1,DIESEL,MH-12,Manual,Sedan,792000
Maruti Celerio,2016,33233,2,PETROL,KA-05,Automatic,HatchBack,476000
Maruti Celerio,2022,3949,1,PETROL,MH-15,Manual,HatchBack,572000
Hyundai Elite i20,2018,33282,2,PETROL,KA-53,Manual,HatchBack,749000
Hyundai Grand i10,2016,80334,1,PETROL,GJ-01,Manual,HatchBack,462350
Maruti Ciaz,2017,61456,1,DIESEL,HR-87,Manual,Sedan,547000
Maruti Swift,2022,9043,1,PETROL,MH-12,Manual,HatchBack,765000
Maruti Ciaz,2021,59144,2,DIESEL,TS-07,Manual,Sedan,610000
Maruti Wagon R Stingray,2014,92013,1,PETROL,TN-20,Manual,HatchBack,361000
Maruti Baleno,2017,55788,1,PETROL,MH-01,Manual,HatchBack,533000
Tata ALTROZ,2021,15957,1,PETROL,TN-11,Manual,HatchBack,837000
Hyundai NEW SANTRO,2019,58339,1,CNG,DL-4C,Manual,HatchBack,499000
Maruti IGNIS,2017,21572,1,PETROL,UP-78,Automatic,HatchBack,444000
Hyundai NEW SANTRO,2019,31991,2,PETROL,KL-55,Manual,HatchBack,393000
Maruti Baleno,2018,79044,1,PETROL,GJ-27,Manual,HatchBack,575000
Maruti Wagon R 1.0,2017,84382,2,CNG,MH-12,Manual,HatchBack,397000
Maruti Swift,2018,29767,1,PETROL,KA-02,Manual,HatchBack,714000
Hyundai Grand i10,2015,74219,3,PETROL,MH-12,Manual,HatchBack,421000
Honda City,2020,53460,2,PETROL,KA-03,Automatic,Sedan,745000
Maruti Baleno,2020,36821,1,PETROL,UP-32,Manual,HatchBack,681000
Maruti Baleno,2017,8011,1,PETROL,DL-14,Manual,HatchBack,556000
Honda City,2016,55353,2,PETROL,MH-46,Manual,Sedan,579000
Hyundai Grand i10,2014,28779,1,PETROL,KA-03,Manual,HatchBack,462000
Renault Kwid,2020,13250,1,PETROL,HR-26,Manual,HatchBack,440000
Maruti Swift,2011,102814,1,PETROL,,Manual,HatchBack,413000
Maruti Swift Dzire,2013,106814,1,DIESEL,KA-51,Automatic,Sedan,536000
Maruti Ciaz,2016,76712,1,PETROL,MH-14,Manual,Sedan,567000
Hyundai Creta,2018,100043,1,DIESEL,GJ-01,Automatic,SUV,1048000
Hyundai Grand i10,2014,67879,1,PETROL,WB-08,Manual,HatchBack,313000
Hyundai GRAND I10 NIOS,2021,96192,1,CNG,HR-12,Manual,HatchBack,609000
Ford Ecosport,2018,49360,1,PETROL,GJ-38,Automatic,SUV,842000
Honda Amaze,2019,88392,1,DIESEL,MP-04,Manual,Sedan,412600
KIA SELTOS,2022,12404,2,DIESEL,HR-06,Manual,SUV,1171000
Maruti Baleno,2016,102753,2,PETROL,,Manual,HatchBack,618000
Maruti Celerio,2014,27939,1,PETROL,MH-02,Automatic,HatchBack,376000
Hyundai Creta,2018,25434,2,PETROL,KA-41,Manual,SUV,1022000
Hyundai Xcent,2014,52927,1,PETROL,HR-26,Manual,Sedan,665000
Hyundai Eon,2017,79683,1,PETROL,KA-19,Manual,HatchBack,330000
Honda City,2017,62475,1,PETROL,TS-07,Manual,Sedan,699000
Skoda Rapid,2017,36023,1,PETROL,GJ-06,Automatic,Sedan,793000
Maruti S PRESSO,2021,10179,1,PETROL,GJ-01,Manual,HatchBack,471000
Maruti Swift,2012,45386,1,PETROL,BR-09,Manual,HatchBack,313000
Mahindra XUV500,2019,83508,2,DIESEL,WB-20,Manual,Lux_SUV,1198000
Honda Amaze,2022,93309,1,PETROL,DL-11,Manual,Sedan,627000
Maruti Swift Dzire,2015,89352,1,PETROL,HR-26,Manual,Sedan,406000
Hyundai Grand i10,2016,85435,1,PETROL,WB-06,Manual,HatchBack,368000
Maruti Baleno,2019,39959,1,PETROL,HR-29,Manual,HatchBack,524000
Hyundai i20,2014,69716,2,PETROL,GJ-01,Manual,HatchBack,397000
Hyundai Elite i20,2018,56417,1,PETROL,GJ-01,Manual,HatchBack,695000
Toyota Etios,2017,45760,1,PETROL,WB-06,Manual,Sedan,439000
Tata Bolt,2016,90084,2,CNG,GJ-05,Manual,HatchBack,382000
Maruti New Wagon-R,2022,16752,1,CNG,KL-07,Manual,HatchBack,646000
Maruti Dzire,2021,20904,2,PETROL,HR-26,Manual,Sedan,556000
Renault Kwid,2021,25312,1,PETROL,GJ-03,Manual,HatchBack,403000
Hyundai Elite i20,2018,91441,1,DIESEL,TS-28,Manual,HatchBack,757000
Hyundai Grand i10,2016,19397,1,PETROL,MH-46,Manual,HatchBack,496000
Maruti Swift,2014,6331,1,PETROL,DL-8C,Manual,HatchBack,402000
Hyundai Elite i20,2018,49155,1,PETROL,GJ-06,Manual,HatchBack,645000
KIA SONET,2021,25263,1,DIESEL,KA-03,Automatic,SUV,1516000
Hyundai Elite i20,2016,59397,1,PETROL,DL-8C,Manual,HatchBack,558000
Hyundai Grand i10,2018,57036,1,PETROL,TN-58,Automatic,HatchBack,568000
Renault Kwid,2020,25023,1,PETROL,DL-9C,Manual,HatchBack,378000
Maruti Wagon R 1.0,2018,37824,2,CNG,MH-01,Manual,HatchBack,416000
Maruti New Wagon-R,2021,35887,1,PETROL,HR-98,Manual,HatchBack,525000
Maruti New Wagon-R,2019,67492,1,PETROL,PB-27,Manual,HatchBack,500000
Maruti Dzire,2017,15295,1,DIESEL,TN-02,Manual,Sedan,773000
Maruti Swift,2018,40098,1,PETROL,MP-04,Automatic,HatchBack,600000
Hyundai Elite i20,2015,102887,1,PETROL,,Manual,HatchBack,601000
Renault Kwid,2018,18925,3,PETROL,TN-06,Manual,HatchBack,336000
Hyundai i10,2016,84566,1,PETROL,GJ-01,Manual,HatchBack,365000
Hyundai Grand i10,2015,51618,1,PETROL,KA-53,Manual,HatchBack,521000
Hyundai Grand i10,2016,86978,1,DIESEL,GJ-01,Manual,HatchBack,400000
Renault Kwid,2019,9550,1,PETROL,DL-14,Manual,HatchBack,370000
Datsun Go,2018,21714,1,PETROL,GJ-05,Manual,HatchBack,316000
Honda City,2013,35073,1,PETROL,MH-04,Manual,Sedan,451000
Hyundai Creta,2022,19131,1,PETROL,GJ-01,Manual,SUV,1126000
Nissan Micra Active,2013,97818,1,PETROL,MH-14,Manual,HatchBack,275000
Hyundai Grand i10,2019,64346,2,PETROL,KL-46,Manual,HatchBack,510000
Maruti Alto K10,2011,34622,1,PETROL,BR-01,Manual,HatchBack,176000
